GEOID,StateAbbrev,State,Year,NewDiagStateRate,NewDiagStateRateStable,NewDiagStateCase,NewDiagMaleRate,NewDiagMaleRateStable,NewDiagMaleCase,NewDiagFemaleRate,NewDiagFemaleRateStable,NewDiagFemaleCase,NewDiagBlackRate,NewDiagBlackRateStable,NewDiagBlackCase,NewDiagWhiteRate,NewDiagWhiteRateStable,NewDiagWhiteCase,NewDiagHispRate,NewDiagHispRateStable,NewDiagHispCase,NewDiagAsianRate,NewDiagAsianRateStable,NewDiagAsianCase,NewDiagAmericanNativeRate,NewDiagAmericanNativeRateStable,NewDiagAmericanNativeCase,NewDiagHawaiianNativeRate,NewDiagHawaiianNativeRateStable,NewDiagHawaiianNativeCase,NewDiagMultipleRaceRate,NewDiagMultipleRaceRateStable,NewDiagMultipleRaceCase,NewDiagAge13_24Rate,NewDiagAge13_24RateStable,NewDiagAge13_24Case,NewDiagAge25_34Rate,NewDiagAge25_34RateStable,NewDiagAge25_34Case,NewDiagAge35_44Rate,NewDiagAge35_44RateStable,NewDiagAge35_44Case,NewDiagAge45_54Rate,NewDiagAge45_54RateStable,NewDiagAge45_54Case,NewDiagAge55plusRate,NewDiagAge55plusStable,NewDiagAge55plusCase
35,NM,New Mexico,2014,8,Y,141,15,Y,126,2,Y,16,26,N,8,4,Y,32,9,Y,72,0,N,0,19,Y,28,0,N,0,5,N,1,7,Y,26,19,Y,53,11,Y,27,9,Y,23,2,Y,12
36,NY,New York,2014,23,Y,3817,37,Y,3001,9,Y,817,64,Y,1541,9,Y,821,40,Y,1172,9,Y,120,7,N,3,15,N,1,75,Y,159,23,Y,728,42,Y,1202,32,Y,808,23,Y,650,8,Y,428
37,NC,North Carolina,2014,17,Y,1416,28,Y,1113,7,Y,302,52,Y,904,6,Y,315,21,Y,134,8,Y,17,14,Y,13,21,N,1,30,Y,32,24,Y,400,32,Y,414,19,Y,253,16,Y,218,5,Y,131
38,ND,North Dakota,2014,4,Y,24,6,Y,20,1,N,4,92,N,11,2,N,11,0,N,0,27,N,2,4,N,1,0,N,0,0,N,0,5,N,7,4,N,4,6,N,5,7,N,6,1,N,1
39,OH,Ohio,2014,10,Y,1005,18,Y,863,3,Y,142,45,Y,517,5,Y,379,25,Y,73,3,N,6,6,N,1,35,N,1,21,Y,27,15,Y,286,22,Y,323,14,Y,192,8,Y,133,2,Y,72
40,OK,Oklahoma,2014,11,Y,334,18,Y,277,4,Y,57,37,Y,85,8,Y,167,12,Y,32,7,N,4,9,Y,23,29,N,1,16,Y,22,11,Y,73,22,Y,115,14,Y,64,12,Y,56,2,Y,25
41,OR,Oregon,2014,7,Y,244,13,Y,222,1,Y,22,26,Y,15,6,Y,162,14,Y,48,5,N,7,3,N,1,26,N,3,9,N,8,5,Y,32,15,Y,80,12,Y,59,9,Y,47,2,Y,26
42,PA,Pennsylvania,2014,12,Y,1322,20,Y,1039,5,Y,283,62,Y,690,4,Y,383,32,Y,197,7,Y,25,28,N,4,0,N,0,20,Y,23,14,Y,285,22,Y,367,18,Y,268,14,Y,252,4,Y,151
44,RI,Rhode Island,2014,11,Y,101,18,Y,80,5,Y,21,50,Y,24,6,Y,40,25,Y,28,11,N,3,0,N,0,0,N,0,39,N,5,8,Y,15,19,Y,26,20,Y,25,14,Y,21,4,Y,14
45,SC,South Carolina,2014,21,Y,841,35,Y,685,7,Y,156,56,Y,598,7,Y,191,16,Y,31,0,N,0,14,N,2,60,N,1,39,Y,17,31,Y,247,37,Y,234,22,Y,128,22,Y,145,6,Y,87
46,SD,South Dakota,2014,4,Y,28,5,Y,17,3,Y,12,101,Y,12,2,Y,12,5,N,1,0,N,0,8,N,4,0,N,0,0,N,0,2,N,3,7,N,7,11,N,11,5,N,5,1,N,2
47,TN,Tennessee,2014,15,Y,808,24,Y,642,6,Y,166,53,Y,471,6,Y,264,23,Y,52,4,N,3,7,N,1,38,N,1,26,Y,16,22,Y,227,28,Y,242,19,Y,156,13,Y,118,4,Y,65
48,TX,Texas,2014,22,Y,4817,37,Y,3925,8,Y,892,70,Y,1797,10,Y,1016,23,Y,1796,9,Y,86,4,N,3,7,N,1,51,Y,117,26,Y,1224,41,Y,1589,27,Y,984,20,Y,690,5,Y,329
49,UT,Utah,2014,5,Y,120,9,Y,102,2,Y,18,50,Y,12,4,Y,69,11,Y,32,15,N,8,0,N,0,0,N,0,0,N,0,4,Y,22,11,Y,49,8,Y,31,3,N,9,2,N,10
50,VT,Vermont,2014,4,Y,19,6,Y,15,2,N,4,75,N,4,3,Y,14,0,N,0,0,N,0,0,N,0,0,N,0,15,N,1,7,N,7,4,N,3,3,N,2,5,N,4,1,N,2
51,VA,Virginia,2014,14,Y,983,23,Y,781,6,Y,203,44,Y,571,6,Y,283,16,Y,89,4,Y,18,5,N,1,0,N,0,16,Y,20,18,Y,247,26,Y,308,17,Y,187,13,Y,155,4,Y,86
53,WA,Washington,2014,8,Y,455,13,Y,377,3,Y,78,44,Y,95,5,Y,233,10,Y,64,8,Y,39,8,N,6,15,N,5,7,Y,13,6,Y,67,14,Y,144,12,Y,112,10,Y,93,2,Y,39
54,WV,West Virginia,2014,6,Y,96,10,Y,79,2,Y,17,31,Y,17,5,Y,73,16,N,3,9,N,1,0,N,0,0,N,0,13,N,2,9,Y,24,11,Y,23,10,Y,23,7,Y,17,2,N,10
55,WI,Wisconsin,2014,5,Y,230,8,Y,195,1,Y,35,37,Y,103,2,Y,71,16,Y,41,5,N,5,8,N,3,0,N,0,12,N,6,7,Y,65,9,Y,66,6,Y,40,5,Y,42,1,Y,17
56,WY,Wyoming,2014,2,Y,12,4,N,10,1,N,2,61,N,4,1,N,5,5,N,2,0,N,0,0,N,0,0,N,0,0,N,0,0,N,0,6,N,5,5,N,3,4,N,3,0,N,0
72,PR,Puerto Rico,2014,23,Y,686,38,Y,547,9,Y,138,-9,-,1,-9,-,2,-9,-,682,-9,-,0,-9,-,0,-9,-,0,-9,-,0,23,Y,140,35,Y,157,39,Y,174,27,Y,123,9,Y,92
1,AL,Alabama,2015,12,Y,481,19,Y,371,5,Y,110,33,Y,343,4,Y,99,13,Y,18,6,N,3,4,N,1,0,N,0,38,Y,17,19,Y,150,23,Y,143,13,Y,76,10,Y,64,3,Y,48
2,AK,Alaska,2015,4,Y,24,6,Y,19,2,N,5,19,N,4,2,N,8,5,N,2,3,N,1,11,N,9,0,N,0,0,N,0,3,N,4,5,N,6,4,N,4,5,N,5,3,N,5
4,AZ,Arizona,2015,13,Y,717,22,Y,618,4,Y,99,57,Y,130,8,Y,251,16,Y,256,9,Y,16,24,Y,51,48,N,5,9,N,8,13,Y,151,26,Y,240,18,Y,147,14,Y,117,3,Y,62
5,AR,Arkansas,2015,10,Y,258,17,Y,205,4,Y,53,37,Y,135,5,Y,97,12,Y,18,5,N,2,0,N,0,37,N,2,12,N,4,15,Y,72,20,Y,78,10,Y,35,13,Y,48,3,Y,25
6,CA,California,2015,15,Y,4720,26,Y,4215,3,Y,505,47,Y,888,10,Y,1354,18,Y,2070,6,Y,299,11,Y,15,12,Y,14,11,Y,80,15,Y,960,28,Y,1630,19,Y,978,15,Y,771,4,Y,381
8,CO,Colorado,2015,8,Y,373,14,Y,319,2,Y,54,34,Y,60,6,Y,185,13,Y,114,2,N,3,10,N,3,0,N,0,10,N,8,9,Y,83,15,Y,126,12,Y,84,9,Y,61,1,Y,19
9,CT,Connecticut,2015,9,Y,271,14,Y,207,4,Y,64,33,Y,99,4,Y,84,19,Y,79,4,N,5,33,N,2,0,N,0,5,N,2,9,Y,53,18,Y,78,12,Y,53,9,Y,47,4,Y,40
10,DE,Delaware,2015,14,Y,109,23,Y,87,5,Y,22,35,Y,58,7,Y,37,19,Y,12,0,N,0,0,N,0,0,N,0,16,N,2,12,Y,17,29,Y,36,18,Y,20,16,Y,20,6,Y,16
11,DC,Washington DC,2015,66,Y,383,107,Y,291,30,Y,92,105,Y,278,19,Y,43,92,Y,52,16,N,4,0,N,0,320,N,1,46,N,5,69,Y,74,95,Y,144,79,Y,76,65,Y,50,27,Y,39
12,FL,Florida,2015,28,Y,4849,45,Y,3823,12,Y,1026,80,Y,2056,12,Y,1193,37,Y,1490,12,Y,55,11,N,5,92,N,10,19,Y,40,32,Y,929,55,Y,1442,40,Y,988,33,Y,899,9,Y,591
13,GA,Georgia,2015,28,Y,2381,48,Y,1943,10,Y,438,70,Y,1784,8,Y,370,24,Y,162,6,Y,20,10,N,2,19,N,1,39,Y,42,34,Y,594,60,Y,838,31,Y,424,24,Y,331,8,Y,194
15,HI,Hawaii,2015,10,Y,115,18,Y,108,1,N,7,39,N,11,14,Y,41,10,N,10,4,Y,20,31,N,1,13,Y,14,9,Y,18,7,Y,14,23,Y,49,10,Y,18,14,Y,25,2,N,9
16,ID,Idaho,2015,3,Y,38,5,Y,33,1,N,5,91,N,8,2,Y,19,6,N,8,16,N,3,0,N,0,0,N,0,0,N,0,3,N,8,6,Y,14,2,N,4,4,N,8,1,N,4
17,IL,Illinois,2015,14,Y,1472,24,Y,1235,4,Y,237,50,Y,746,5,Y,339,18,Y,304,7,Y,38,25,N,4,34,N,1,33,Y,40,20,Y,418,28,Y,504,15,Y,256,11,Y,186,3,Y,108
18,IN,Indiana,2015,12,Y,632,18,Y,484,5,Y,148,42,Y,206,8,Y,356,16,Y,51,6,N,7,8,N,1,0,N,0,16,N,11,11,Y,119,28,Y,239,17,Y,136,12,Y,101,2,Y,37
19,IA,Iowa,2015,5,Y,126,8,Y,100,2,Y,26,30,Y,24,3,Y,74,14,Y,17,10,N,6,0,N,0,0,N,0,18,N,5,6,Y,33,7,Y,28,7,Y,26,6,Y,23,2,Y,16
20,KS,Kansas,2015,6,Y,147,10,Y,124,2,Y,23,32,Y,44,3,Y,57,14,Y,34,7,N,5,5,N,1,0,N,0,14,N,6,7,Y,35,12,Y,45,9,Y,31,6,Y,20,2,Y,16
21,KY,Kentucky,2015,9,Y,336,15,Y,278,3,Y,58,44,Y,128,6,Y,181,12,Y,13,10,N,5,0,N,0,0,N,0,21,N,9,12,Y,82,20,Y,115,12,Y,66,8,Y,51,2,Y,22
22,LA,Louisiana,2015,29,Y,1129,46,Y,854,14,Y,275,68,Y,814,10,Y,235,35,Y,63,4,N,3,37,N,9,60,N,1,10,N,4,37,Y,286,56,Y,375,37,Y,211,25,Y,151,9,Y,106
23,ME,Maine,2015,4,Y,45,6,Y,36,2,N,9,104,Y,14,2,Y,26,32,N,5,0,N,0,0,N,0,0,N,0,0,N,0,5,N,10,7,N,10,5,N,8,5,N,9,2,N,8
24,MD,Maryland,2015,27,Y,1347,41,Y,979,14,Y,368,70,Y,1022,6,Y,174,23,Y,99,6,Y,18,24,N,3,0,N,0,36,Y,31,27,Y,255,52,Y,433,34,Y,264,29,Y,252,9,Y,143
25,MA,Massachusetts,2015,10,Y,600,16,Y,437,5,Y,163,47,Y,183,5,Y,218,29,Y,166,6,Y,23,29,N,3,0,N,0,9,N,7,7,Y,79,20,Y,184,16,Y,132,13,Y,125,4,Y,80
26,MI,Michigan,2015,9,Y,725,15,Y,595,3,Y,130,40,Y,445,3,Y,213,12,Y,43,5,Y,13,0,N,0,0,N,0,8,N,11,13,Y,215,18,Y,222,10,Y,119,9,Y,117,2,Y,52
27,MN,Minnesota,2015,6,Y,287,10,Y,221,3,Y,66,53,Y,125,3,Y,121,12,Y,24,6,Y,12,0,N,0,0,N,0,7,N,5,8,Y,65,12,Y,87,9,Y,63,6,Y,41,2,Y,31
28,MS,Mississippi,2015,21,Y,509,34,Y,399,9,Y,110,45,Y,406,5,Y,76,22,Y,15,12,N,3,26,N,3,0,N,0,31,N,6,36,Y,182,37,Y,144,20,Y,75,15,Y,57,6,Y,51
29,MO,Missouri,2015,9,Y,465,16,Y,389,3,Y,76,39,Y,220,5,Y,198,12,Y,22,9,N,9,0,N,0,18,N,1,20,Y,15,14,Y,134,18,Y,148,11,Y,83,8,Y,61,2,Y,39
30,MT,Montana,2015,2,Y,19,4,Y,17,1,N,2,22,N,1,2,Y,15,11,N,3,0,N,0,0,N,0,0,N,0,0,N,0,4,N,6,4,N,5,3,N,4,1,N,1,1,N,3
31,NE,Nebraska,2015,5,Y,81,9,Y,69,2,Y,12,25,Y,17,4,Y,47,8,N,11,0,N,0,42,N,5,0,N,0,5,N,1,8,Y,25,8,Y,21,7,Y,17,7,Y,16,0,N,2
32,NV,Nevada,2015,20,Y,485,35,Y,424,5,Y,61,61,Y,122,13,Y,167,24,Y,148,15,Y,31,14,N,3,42,N,6,13,N,8,19,Y,84,40,Y,167,30,Y,114,23,Y,90,4,Y,30
33,NH,New Hampshire,2015,2,Y,22,4,Y,20,0,N,2,22,N,3,2,Y,17,3,N,1,0,N,0,0,N,0,0,N,0,8,N,1,3,N,6,4,N,6,3,N,4,2,N,3,1,N,3
34,NJ,New Jersey,2015,16,Y,1190,25,Y,906,7,Y,284,55,Y,535,5,Y,207,29,Y,400,4,Y,26,0,N,0,0,N,0,26,Y,22,15,Y,204,32,Y,374,20,Y,234,17,Y,219,6,Y,159
35,NM,New Mexico,2015,8,Y,135,15,Y,125,1,N,10,15,N,5,5,Y,37,10,Y,77,0,N,0,11,Y,16,0,N,0,0,N,0,8,Y,28,18,Y,51,12,Y,29,7,Y,19,1,N,8
36,NY,New York,2015,19,Y,3123,31,Y,2487,7,Y,636,52,Y,1255,6,Y,597,34,Y,1012,6,Y,90,2,N,1,41,N,3,76,Y,165,18,Y,576,36,Y,1045,24,Y,599,20,Y,540,7,Y,363
37,NC,North Carolina,2015,16,Y,1335,27,Y,1076,6,Y,259,48,Y,852,6,Y,304,19,Y,122,5,Y,12,15,Y,14,19,N,1,27,Y,30,21,Y,349,31,Y,411,18,Y,228,15,Y,205,5,Y,142
38,ND,North Dakota,2015,4,Y,22,4,Y,14,3,N,8,81,N,11,1,N,7,11,N,2,11,N,1,0,N,0,0,N,0,12,N,1,4,N,5,5,N,6,9,N,8,2,N,2,1,N,1
39,OH,Ohio,2015,10,Y,927,16,Y,744,4,Y,183,41,Y,474,5,Y,365,16,Y,48,5,N,10,10,N,2,31,N,1,20,Y,27,14,Y,256,20,Y,294,11,Y,158,9,Y,145,2,Y,74
40,OK,Oklahoma,2015,10,Y,319,17,Y,275,3,Y,44,32,Y,76,7,Y,150,15,Y,42,13,N,9,9,Y,23,25,N,1,13,Y,18,10,Y,68,23,Y,122,13,Y,62,9,Y,45,2,Y,22
41,OR,Oregon,2015,6,Y,211,11,Y,187,1,Y,24,32,Y,19,6,Y,147,9,Y,33,4,N,6,8,N,3,16,N,2,1,N,1,4,Y,27,13,Y,70,9,Y,46,9,Y,45,2,Y,23
42,PA,Pennsylvania,2015,11,Y,1170,17,Y,909,5,Y,261,56,Y,627,4,Y,347,24,Y,157,6,Y,21,13,N,2,34,N,1,12,Y,15,13,Y,265,21,Y,347,15,Y,221,12,Y,211,3,Y,126
44,RI,Rhode Island,2015,7,Y,64,11,Y,48,3,Y,16,32,Y,16,4,Y,24,18,Y,21,3,N,1,0,N,0,0,N,0,14,N,2,5,N,8,12,Y,17,11,Y,14,12,Y,18,2,N,7
45,SC,South Carolina,2015,17,Y,694,28,Y,554,7,Y,140,44,Y,477,6,Y,156,25,Y,48,3,N,2,7,N,1,44,N,1,20,N,9,23,Y,181,33,Y,214,20,Y,118,16,Y,103,5,Y,78
46,SD,South Dakota,2015,3,Y,23,5,Y,17,2,N,6,54,N,6,2,N,11,14,N,3,0,N,0,6,N,3,0,N,0,0,N,0,4,N,5,5,N,6,5,N,5,4,N,4,1,N,3
47,TN,Tennessee,2015,13,Y,712,21,Y,571,5,Y,141,47,Y,419,6,Y,237,18,Y,42,9,N,8,13,N,2,34,N,1,5,N,3,18,Y,184,28,Y,246,15,Y,123,12,Y,111,3,Y,48
48,TX,Texas,2015,20,Y,4476,33,Y,3643,7,Y,833,63,Y,1653,9,Y,938,21,Y,1701,8,Y,83,7,N,5,27,N,5,38,Y,91,23,Y,1089,39,Y,1552,24,Y,868,18,Y,640,5,Y,327
49,UT,Utah,2015,5,Y,116,9,Y,105,1,N,11,34,N,8,4,Y,68,11,Y,31,12,N,7,9,N,2,0,N,0,0,N,0,3,Y,15,10,Y,45,8,Y,33,6,Y,17,1,N,6
50,VT,Vermont,2015,2,N,11,2,N,6,2,N,5,0,N,0,2,N,8,22,N,2,12,N,1,0,N,0,0,N,0,0,N,0,0,N,0,7,N,5,4,N,3,3,N,3,0,N,0
51,VA,Virginia,2015,14,Y,956,23,Y,774,5,Y,182,45,Y,590,5,Y,223,18,Y,105,6,Y,25,5,N,1,37,N,2,8,N,10,19,Y,252,27,Y,320,17,Y,182,10,Y,116,4,Y,86
53,WA,Washington,2015,7,Y,445,13,Y,379,2,Y,66,41,Y,90,5,Y,219,13,Y,82,7,Y,34,8,N,6,13,N,5,5,N,9,6,Y,71,16,Y,164,11,Y,98,8,Y,74,2,Y,38
54,WV,West Virginia,2015,5,Y,74,8,Y,59,2,Y,15,22,Y,12,4,Y,56,9,N,2,8,N,1,30,N,1,0,N,0,11,N,2,7,Y,18,9,Y,19,10,Y,23,3,N,7,1,N,7
55,WI,Wisconsin,2015,5,Y,229,8,Y,199,1,Y,30,33,Y,93,2,Y,85,13,Y,35,6,N,7,10,N,4,0,N,0,9,N,5,6,Y,58,11,Y,78,6,Y,41,5,Y,36,1,Y,16
56,WY,Wyoming,2015,3,Y,15,5,Y,13,1,N,2,33,N,2,2,N,10,7,N,3,0,N,0,0,N,0,0,N,0,0,N,0,5,N,5,5,N,4,4,N,3,3,N,2,1,N,1
72,PR,Puerto Rico,2015,17,Y,509,30,Y,417,6,Y,92,-9,-,1,-9,-,1,-9,-,507,-9,-,0,-9,-,0,-9,-,0,-9,-,0,12,Y,72,31,Y,134,26,Y,115,25,Y,113,7,Y,75
